ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration,Score,Rating count,Rank,Popularity
40001,Schoolyard,1,PV,"Dec 7, 2018","None found, add some",Suspenders,Original,,45 sec.,5.55,401,Ranked: N/A2,14966
40002,Shapeshifter,1,PV,"Mar 26, 2019","None found, add some","None found, add some",Original,,30 sec.,5.49,246,Ranked: N/A2,16132
40003,Animatope,1,PV,"Jan 14, 2011","None found, add some","None found, add some",Original,,30 sec.,5.02,212,Ranked: N/A2,17344
40004,Bokutachi wa Benkyou ga Dekinai!,13,TV,"Oct 6, 2019 to Dec 29, 2019","Aniplex, Movic, Magic Capsule, Shueisha, BS11, ADK","Silver, Arvo Animation",Manga,"Comedy, Romance",23 min. per ep.,7.33,174020,26382,823
40005,Quanzhi Fashi IV,12,ONA,"May 27, 2020 to Jun 24, 2020","Tencent Animation & Comics, Tencent Penguin Pictures, China Literature Limited",Foch Film,Web manga,"Action, Fantasy",21 min. per ep.,7.32,18752,26972,3576
40008,Choukadou Girl ⅙: Nona Omoide Kiroku,12,ONA,"Apr 10, 2019 to Jun 26, 2019","None found, add some","None found, add some",Manga,,35 sec. per ep.,N/A,,168772,21368
40009,Choukadou Girl ⅙: Nona Video Nikki,40,ONA,"Feb 13, 2019 to Jul 1, 2019","None found, add some",Studio A-CAT,Manga,,50 sec. per ep.,5.63,132,114782,15734
40010,Ishuzoku Reviewers,12,TV,"Jan 11, 2020 to Mar 28, 2020","AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Toyo Recording",Passione,Web manga,"Comedy, Fantasy, Erotica",23 min. per ep.,7.41,287196,Ranked: N/A2,486
40013,Carole & Tuesday Specials,8,ONA,"Jun 28, 2019 to Oct 16, 2019","None found, add some",Bones,Original,,1 min. per ep.,5.80,2096,107692,7955
40014,Fune wo Amu Yokoku,10,ONA,"Oct 13, 2016 to Dec 18, 2016","None found, add some",Zexcs,Novel,,41 sec. per ep.,5.51,348,118792,12648
40015,Space Shower Man: Legacy for the Future,1,PV,"Apr 8, 2019","None found, add some","None found, add some",Original,"Action, Comedy",40 sec.,5.19,182,Ranked: N/A2,17486
40016,Bug,4,CM,"Mar 31, 2019 to Apr 1, 2019","None found, add some","None found, add some",Original,,20 sec. per ep.,4.70,216,Ranked: N/A2,17157
40022,Oniichan Asa made Zutto Gyutte Shite!,4,OVA,"Mar 6, 2020 to Sep 3, 2021",Mary Jane,Studio 1st,Visual novel,,17 min. per ep.,6.77,3249,Ranked: N/A2,7191
40023,Lovely ♡,2,OVA,"Nov 8, 2019 to Feb 7, 2020",Mary Jane,New Generation,Manga,,14 min. per ep.,7.10,4945,Ranked: N/A2,6290
40024,Bishoujo Senshi Sailor Moon Eternal Movie 1,1,Movie,"Jan 8, 2021","None found, add some","Toei Animation, Studio Deen",Manga,,1 hr. 21 min.,7.57,13348,16472,4053
40028,Shingeki no Kyojin: The Final Season,16,TV,"Dec 7, 2020 to Mar 29, 2021","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",MAPPA,Manga,"Action, Drama, Suspense",23 min. per ep.,8.78,1374418,392,33
40029,Broadcast by Bibby,12,ONA,"May 31, 2019 to Apr 7, 2022","None found, add some","None found, add some",Original,,24 sec. per ep.,N/A,,165732,19345
40030,Tayo-ui Jangnangam Adventure,1,Special,Apr 2019,"None found, add some","Iconix Entertainment, Studio Gale",Original,,16 min.,N/A,,143912,20129
40031,Mugyutto! Black Clover,8,ONA,"Jul 1, 2019 to Aug 19, 2019","None found, add some",DLE,Manga,"Comedy, Fantasy",7 min. per ep.,6.45,7649,72912,5062
40033,Animagear,1,ONA,"Jul 1, 2019","None found, add some","None found, add some",Original,,42 sec.,5.37,215,122872,16807
40034,Tenki no Ko CMs,8,CM,"Jun 30, 2019 to 2019","None found, add some","Enishiya, FILMONY",Original,,28 sec. per ep.,5.94,1533,Ranked: N/A2,8450
40035,Rebecca,1,ONA,"Mar 27, 2020","None found, add some",Vega Entertainment,Novel,,24 min.,6.37,536,77332,12502
40036,Ometeotl Hero,1,ONA,"Mar 27, 2020","None found, add some",SPEED,Original,,24 min.,N/A,,203182,15220
40037,Michiru Rescue!,1,ONA,"Mar 27, 2020","None found, add some",Yumeta Company,Original,,24 min.,N/A,,197322,15481
40040,Odoru Mowai-kun,26,TV,"Jul 2, 2019 to Dec 24, 2019","None found, add some",Monster's Egg,Original,,2 min. per ep.,5.18,269,127362,14313
40042,Magical Halloween: Miracle★Quartet,2,Music,"Nov 2, 2011",2:10 Animation,"None found, add some",Game,,1 min. per ep.,5.67,196,Ranked: N/A2,15945
40044,Doraemon Movie 40: Nobita no Shin Kyouryuu,1,Movie,"Aug 7, 2020","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Sci-Fi",1 hr. 50 min.,7.57,2423,16502,8713
40045,Motto! Majime ni Fumajime Kaiketsu Zorori,25,TV,"Apr 5, 2020 to Nov 8, 2020","None found, add some","Ajia-do, Bandai Namco Pictures",Book,"Adventure, Comedy",25 min. per ep.,6.49,192,70212,13693
40046,Id:Invaded,13,TV,"Jan 6, 2020 to Mar 23, 2020","Toei Animation, BS11, Kadokawa Media House, NTT Plala, Kadokawa, Anima&Co.",NAZ,Original,"Mystery, Sci-Fi, Suspense",24 min. per ep.,7.82,159807,9742,636
40048,Kutsujoku,2,OVA,"Nov 1, 2019 to Dec 6, 2019",Lune-Pictures,T-Rex,Visual novel,,16 min. per ep.,6.85,3778,Ranked: N/A2,6833
40052,Great Pretender,23,TV,"Jul 9, 2020 to Dec 17, 2020","Production I.G, Fuji TV, BS Fuji, TOHO animation, Hakuhodo DY Media Partners",Wit Studio,Original,"Action, Adventure, Mystery",23 min. per ep.,8.20,331335,3882,311
40056,Deca-Dence,12,TV,"Jul 8, 2020 to Sep 23, 2020","AT-X, BS11, Kadokawa Media House, Kadokawa, NewGin",Nut,Original,"Action, Adventure, Sci-Fi",23 min. per ep.,7.35,137978,25082,821
40057,Akai Hana Shiroi Hana,1,Music,"Dec 2, 1976",NHK,"None found, add some",Music,,2 min.,5.58,308,Ranked: N/A2,14830
40058,Arui Tekoteko,1,Music,"Oct 2, 2016",NHK,"None found, add some",Original,,2 min.,5.12,148,Ranked: N/A2,19500
40059,Golden Kamuy 3rd Season,12,TV,"Oct 5, 2020 to Dec 21, 2020","Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Geno Studio,Manga,"Action, Adventure",23 min. per ep.,8.44,86886,1702,1394
40073,Choujigen Game Neptune: Hi☆Light,2,Special,"May 15, 2020","None found, add some","None found, add some",Game,"Action, Comedy, Fantasy, Sci-Fi",1 hr. 36 min. per ep.,6.81,777,51912,9337
40074,Gibiate,12,TV,"Jul 15, 2020 to Sep 30, 2020","Nexon, Age Global Networks, Forecast Communications, Crunchyroll","Studio Elle, l-a-unch・BOX",Original,"Action, Fantasy, Horror",24 min. per ep.,3.82,24153,135522,2723
40075,Koi to Producer: EVOL×LOVE,12,TV,"Jul 16, 2020 to Oct 1, 2020","None found, add some",MAPPA,Game,"Mystery, Romance, Sci-Fi",23 min. per ep.,6.19,18823,87442,2842
40076,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,1,CM,"Jul 8, 2019","None found, add some",David Production,Manga,,9 min.,6.63,4603,Ranked: N/A2,5635
40078,Popolocrois Monogatari Pilot,1,Special,"Mar 23, 2000","None found, add some","None found, add some",Game,"Adventure, Fantasy",3 min.,5.89,123,103282,17367
40080,Quanzhi Gaoshou: Dianfeng Rongyao,1,Movie,"Aug 16, 2019","bilibili, China Literature Limited, Colored Pencil Animation Japan",Colored Pencil Animation,Web novel,,1 hr. 38 min.,8.07,24304,5562,3157
40082,Lupin III: The First,1,Movie,"Dec 6, 2019","TOHO, HOTZIPANG, Abe Shuuji Jimusho","TMS Entertainment, Marza Animation Planet",Manga,"Action, Adventure, Comedy, Mystery",1 hr. 32 min.,7.80,18198,10202,3960
40083,Arifureta Shokugyou de Sekai Saikyou Specials,2,Special,"Dec 25, 2019 to Feb 26, 2020","None found, add some","asread., White Fox",Light novel,"Action, Adventure, Fantasy",8 min. per ep.,6.73,35438,56522,2592
40085,Maesetsu!,12,TV,"Oct 11, 2020 to Dec 27, 2020",Kadokawa,"Studio Gokumi, AXsiZ",Original,"Comedy, Slice of Life",24 min. per ep.,5.80,3976,107442,6063
40087,Penguin no Mondai POW,51,TV,"Apr 7, 2012 to Mar 30, 2013","None found, add some",Shogakukan Music & Digital Entertainment,Unknown,,1 min. per ep.,N/A,,204982,20815
40088,Nusheng Sushe Richang 2nd Season,7,ONA,"Oct 21, 2017 to Jan 2, 2018","None found, add some",Yudubai Animation,Original,,16 min. per ep.,N/A,,202512,20669
40089,Pittanko!! Nekozakana,93,TV,"Oct 9, 2017 to Dec 23, 2019","None found, add some","None found, add some",Unknown,,5 min. per ep.,N/A,,205552,16220
40090,Sinbi Apartment: Ghost Ball X-ui Tansaeng,23,TV,"Nov 9, 2017 to Jan 24, 2019",CJ ENM,Studio BAZOOKA,Unknown,,20 min. per ep.,6.24,191,85142,15287
40091,Xiao Hua Xian 2nd Season,52,TV,"Aug 7, 2015 to Dec 26, 2015","None found, add some",Taomee,Game,,14 min. per ep.,N/A,,151292,18805
40092,Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,40,TV,"Apr 7, 2017 to Aug 18, 2017","None found, add some",Taomee,Game,,15 min. per ep.,N/A,,151302,18605
40097,Tenchi Muyou! Ryououki 5th Season,6,OVA,"Feb 28, 2020 to May 28, 2021","A-Line, Pony Canyon Enterprises, Happinet, AIC RIGHTS",AIC,Original,"Action, Comedy, Sci-Fi",28 min. per ep.,6.50,1695,69432,8307
40100,Nu Wushen de Canzhuo,10,ONA,"Jun 28, 2019 to Aug 30, 2019",miHoYoAnime,"Blade, Thundray",Game,"Comedy, Gourmet",5 min. per ep.,7.08,4970,39492,5741
40102,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,1,OVA,"Mar 25, 2020","Aniplex, Toranoana, Tokyo MX, Q-Tec, BS11, Contents Seed, Kadokawa, KLab",J.C.Staff,Light novel,"Comedy, Fantasy, Ecchi",23 min.,6.06,20889,95112,3292
40103,Ninja Box,6,ONA,"Aug 8, 2019 to Sep 12, 2019","None found, add some",Tatsunoko Production,Game,"Action, Adventure, Comedy, Fantasy",11 min. per ep.,N/A,,201712,19073
40104,Honoo no Mirage: Muyou no Michi,1,TV Special,"Feb 4, 2002","None found, add some",Madhouse,Light novel,"Action, Boys Love, Drama, Supernatural",24 min.,6.18,363,88012,11945
40105,Superfluid,1,ONA,"Apr 16, 2007","None found, add some","None found, add some",Original,,1 min.,4.81,269,131922,16229
40106,Collapse Zen,1,ONA,"Oct 26, 2014","None found, add some","None found, add some",Original,,2 min.,4.79,192,131992,17959
40109,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,3,Movie,"Nov 8, 2019",King Records,"Production I.G, I.Gzwei",Original,"Action, Drama, Sci-Fi",25 min. per ep.,7.31,1023,27182,9113
40111,Nezha Zhi Mo Tong Jiang Shi,1,Movie,"Jul 26, 2019","Horgos Coloroom Pictures Co., Ltd.",October Media,Other,"Action, Comedy, Drama, Fantasy",1 hr. 50 min.,7.64,6519,14332,5674
40112,Otome no Inori,1,Music,2006,"None found, add some","None found, add some",Light novel,,2 min.,6.16,348,Ranked: N/A2,14872
40117,Yichang Shengwu Jianwenlu Specials,13,ONA,"Jun 28, 2019 to Sep 20, 2019","None found, add some","None found, add some",Unknown,,1 min. per ep.,5.88,247,104012,14527
40121,Microphone Soul Spinners: Kotodama Shoujo,24,ONA,"Jan 11, 2020 to Aug 15, 2020","None found, add some","None found, add some",Mixed media,,9 min. per ep.,N/A,,197332,13444
40124,Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,2,Movie,"Dec 1, 2017 to Dec 8, 2017","None found, add some","None found, add some",Game,,3 min. per ep.,5.95,179,100302,12219
40128,Arte,12,TV,"Apr 4, 2020 to Jun 20, 2020","MediaNet, Toei Video, KlockWorx, flying DOG, Nikkatsu, Asmik Ace, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Glovision, North Stars Pictures, RAY, Muse Communication",Seven Arcs,Manga,,24 min. per ep.,7.20,58951,32962,1744
40129,Rebirth,48,TV,"Jan 5, 2020 to Jun 23, 2021",LIDENFILMS,LIDENFILMS Osaka Studio,Card game,,3 min. per ep.,5.81,924,107362,9082
40131,Junjou Juugeki Cosplay Shoujo,1,OVA,"Aug 30, 2013","None found, add some",Okumaza,Original,"Comedy, Hentai",5 min.,4.96,449,Ranked: N/A2,13122
40134,Mahoutsukai no Yome: Gakuin-hen,1,PV,"Mar 10, 2019","None found, add some",Wit Studio,Manga,,3 min.,7.09,4646,Ranked: N/A2,5665
40136,Oda Cinnamon Nobunaga,12,TV,"Jan 11, 2020 to Mar 28, 2020","TV Tokyo, Dentsu, Shochiku, Avex Pictures, Amuse, Sammy, North Stars Pictures, Mixer",Studio Signpost,Manga,,23 min. per ep.,6.58,8010,64782,4859
40137,ARP Backstage Pass,10,TV,"Jan 13, 2020 to Mar 30, 2020","Avex Entertainment, Mainichi Broadcasting System, Asmik Ace, Tokyo MX, Kadokawa, YUKE'S",Dynamo Pictures,Other,,23 min. per ep.,5.55,1901,117442,7546
40139,Konohakaseki no Natsu,1,Movie,"Jan 16, 2014",Musashino Art University,"None found, add some",Original,"Drama, Slice of Life",11 min.,6.26,254,84082,15908
40140,Issei Kiyuukyoku: Divertimento,1,Music,"May 26, 2019","None found, add some","None found, add some",Original,,2 min.,5.37,484,Ranked: N/A2,14573
40141,Deluxe da yo! Kaishain,25,ONA,"Jul 19, 2019 to Mar 19, 2021","None found, add some",DLE,Original,,2 min. per ep.,N/A,,171342,18823
40142,Taka no Tsume Yoshida-kun Batten File: Natsuyasumi Mystery Adventure,5,ONA,"Jul 20, 2019 to Aug 17, 2019","None found, add some","None found, add some",Original,"Comedy, Mystery, Sci-Fi, Supernatural",6 min. per ep.,N/A,,143252,18473
40143,Pokemon Masters: Trainers Daishuuketsu Special Animation,1,ONA,"Jun 27, 2019",DeNA,OLM,Game,"Action, Fantasy",4 min.,6.27,1158,83582,10588
40145,Yu☆Gi☆Oh! Sevens,92,TV,"Apr 4, 2020 to Mar 27, 2022","TV Tokyo, Konami Cross Media NY",Bridge,Card game,"Action, Fantasy",24 min. per ep.,6.19,4811,87682,5189
40147,Nani mo Shite Agerarenai,1,Music,"Jul 22, 2019","None found, add some","None found, add some",Original,,4 min.,6.00,624,Ranked: N/A2,12813
40148,22/7,12,TV,"Jan 11, 2020 to Mar 28, 2020","Aniplex, Tokyo MX, Nagoya Broadcasting Network, BS11, Shogakukan, ABC Animation, Buzz Wave",A-1 Pictures,Other,,24 min. per ep.,6.79,17640,53272,3300
40151,Shaonu Qianxian: Renxing Xiao Juchang,24,ONA,"Jul 28, 2019 to Dec 30, 2019","None found, add some",Big Firebird Culture,Game,"Comedy, Sci-Fi",3 min. per ep.,6.73,2183,56422,7825
40152,Porte,1,OVA,"Aug 21, 2019",Warner Music Japan,"None found, add some",Original,,3 min.,6.63,1021,62402,10234
40153,Teeter,2,Music,"Jul 2, 2018 to Jan 16, 2019",Warner Music Japan,"None found, add some",Original,,3 min. per ep.,5.97,200,Ranked: N/A2,17103
40154,Hero Mask 2nd Season,9,ONA,"Aug 23, 2019","Sotsu, Netflix",Pierrot,Original,"Action, Mystery, Sci-Fi",24 min. per ep.,6.49,5583,70712,5860
40155,Tokyo 2020 Olympics CMs,8,CM,"Jul 22, 2018 to May 13, 2021","None found, add some","None found, add some",Original,,1 min. per ep.,N/A,,Ranked: N/A2,18446
40156,Digimon Survive: Prologue Movie,1,ONA,"Jul 22, 2019",Bandai Namco Entertainment,Toei Animation,Game,"Fantasy, Mystery",3 min.,6.47,1921,71672,7997
40157,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,1,TV Special,"Jul 30, 2019","None found, add some",feel.,Visual novel,"Drama, Sci-Fi",23 min.,6.35,1369,78792,8788
40158,Shinrabanshou.mp3,1,PV,"Feb 22, 2018",Pie in the sky,"None found, add some",Original,,30 sec.,5.72,216,Ranked: N/A2,16964
40159,The Ghost of Cartoon,1,PV,"Sep 24, 2015","None found, add some","None found, add some",Original,,1 min.,5.09,165,Ranked: N/A2,18066
40163,Sonoda,1,ONA,"Jul 25, 2019","None found, add some","None found, add some",Original,,1 min.,5.39,317,122282,15105
40164,Hana (2006),1,Movie,2006,"None found, add some","None found, add some",Original,"Avant Garde, Drama",6 min.,5.64,162,114392,18587
40165,Listeners,12,TV,"Apr 4, 2020 to Jun 20, 2020","Mainichi Broadcasting System, Slow Curve, DMM pictures, dugout, DMM Music",MAPPA,Original,"Action, Sci-Fi",24 min. per ep.,5.39,22201,122552,2816
40166,Zoids Wild Zero,50,TV,"Oct 4, 2019 to Oct 16, 2020","None found, add some",OLM,Other,"Action, Adventure, Comedy, Sci-Fi",22 min. per ep.,5.98,742,98942,8945
40167,Cardfight!! Vanguard: Shinemon-hen,31,TV,"Aug 24, 2019 to Mar 28, 2020","None found, add some",OLM,Original,,23 min. per ep.,6.65,2097,60862,8753
40171,Ushinawareta Choushoku,1,ONA,"Jan 13, 2015","None found, add some","None found, add some",Original,,6 min.,5.82,272,106922,16109
40172,Lucky☆Orb feat. Hatsune Miku,1,Music,"May 6, 2019","None found, add some","None found, add some",Original,,5 min.,6.82,716,Ranked: N/A2,13230
40174,Zombieland Saga Revenge,12,TV,"Apr 8, 2021 to Jun 24, 2021","AT-X, Avex Pictures, CyberAgent, dugout",MAPPA,Original,"Comedy, Supernatural",23 min. per ep.,8.00,89411,6492,1136
40176,Miru Tights: Cosplay Satsuei Tights,1,Special,"Aug 23, 2019","None found, add some",Yokohama Animation Laboratory,Original,,4 min.,6.41,14877,75402,4261
40178,Null Peta,12,ONA,"Oct 4, 2019 to Dec 20, 2019","None found, add some",Shin-Ei Animation,Mixed media,"Comedy, Sci-Fi",5 min. per ep.,6.40,10220,75662,4730
40179,Mini Toji: Yume,1,Special,"May 24, 2019","Square Enix, Genco, Mainichi Broadcasting System, AT-X, Studio Gokumi, Glovision, Crunchyroll, Kadokawa, My Theater D.D.",Project No.9,Original,"Action, Fantasy",4 min.,6.17,642,88962,12188
40180,Jurassic!,1,ONA,"Aug 24, 2019","None found, add some",Toei Animation,Picture book,,1 min.,6.35,1081,78772,11093
40181,Look Plus One Piece Special Movie,1,CM,"Jul 29, 2019","None found, add some",Toei Animation,Other,,1 min.,5.97,2155,Ranked: N/A2,8366
40182,Zhu Zhu Xia: Bukesiyi de Shijie,1,Movie,"Jul 5, 2019","None found, add some","None found, add some",Original,"Action, Adventure, Fantasy, Sci-Fi",1 hr. 25 min.,N/A,,159242,19797
40188,Malta no Utaou,6,Music,"Jun 13, 2019 to Dec 15, 2019","None found, add some","None found, add some",Original,,2 min. per ep.,N/A,,Ranked: N/A2,21266
40192,Gundam Build Divers Re:Rise,13,ONA,"Oct 10, 2019 to Dec 26, 2019","Sunrise, Sotsu, Asatsu DK",Sunrise Beyond,Original,"Action, Sci-Fi",24 min. per ep.,7.06,7856,40582,5326
40194,Kung Fu Liaoli Niang,1,ONA,"Jul 4, 2011","None found, add some",Wolf Smoke Studio,Original,"Action, Fantasy, Gourmet, Ecchi",8 min.,6.21,857,86522,11582
40196,Kandagawa Jet Girls,12,TV,"Oct 8, 2019 to Jan 7, 2020","Marvelous Entertainment, AT-X, Egg Firm, Kadokawa, Bandai Namco Arts, Legs",TNK,Mixed media,"Sci-Fi, Ecchi",23 min. per ep.,5.75,14067,109872,3435
40197,Urashimasakatasen no Nichijou,12,TV,"Oct 2, 2019 to Dec 18, 2019",NBCUniversal Entertainment Japan,Gainax Kyoto,Music,,4 min. per ep.,6.11,2933,91972,8090
40200,Paprika (Music),1,Music,"Aug 1, 2019",NHK,"None found, add some",Original,,3 min.,6.55,840,Ranked: N/A2,12450
40202,Kamo ga Suki,1,ONA,"Apr 6, 2017","None found, add some","None found, add some",Original,"Avant Garde, Comedy",7 min.,5.67,238,113342,17239
40204,Fast Week,1,ONA,"Feb 15, 2015","None found, add some","None found, add some",Original,,1 min.,5.23,320,126462,16091
40205,Kabushikigaisha G-anime Saiyou Concept Movie,1,ONA,"Apr 19, 2017","None found, add some",G-angle,Original,,2 min.,6.03,149,96302,18089
40206,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,1,Special,"Aug 4, 2019","Aniplex, Notes, Delightworks",CloverWorks,Game,"Action, Fantasy",27 min.,7.14,40383,36272,2653
40208,Wo Kai Dongwuyuan Naxie Nian,13,ONA,"Apr 5, 2020 to Jun 21, 2020",bilibili,Haoliners Animation League,Novel,"Comedy, Slice of Life",14 min. per ep.,6.70,824,58282,9631
40209,Subarashii Shigoto,1,ONA,"Sep 28, 2015","None found, add some","None found, add some",Original,,7 min.,5.65,192,114102,17788
40210,Yorugao,1,Music,"Aug 2, 2019","Lantis, NHK","None found, add some",Original,,2 min.,5.55,166,Ranked: N/A2,18973
40211,Luo Xiao Hei Zhan Ji (Movie),1,Movie,"Sep 7, 2019","None found, add some",HMCH,Original,"Adventure, Drama, Fantasy",1 hr. 41 min.,8.30,9814,2732,4310
40212,Shigokare: Ecchi na Joshi Daisei to Doki x2 Love Lesson!! The Animation,1,OVA,"Oct 25, 2019",Pink Pineapple,Shion,Visual novel,,26 min.,6.63,2324,Ranked: N/A2,7942
40215,Aggressive Retsuko (ONA) 3rd Season,10,ONA,"Aug 27, 2020","Sanrio, Netflix",Fanworks,Other,,16 min. per ep.,7.79,59923,10412,2273
40217,Naedoko Demon's Ground,1,ONA,"Jul 26, 2019",BOMB! CUTE! BOMB!,"None found, add some",Game,"Fantasy, Hentai",15 min.,5.46,976,Ranked: N/A2,11039
40221,Kami no Tou,13,TV,"Apr 2, 2020 to Jun 25, 2020","Sega, Crunchyroll, Rialto Entertainment, Sola Entertainment, Naver Webtoons, IRMA LA DOUCE",Telecom Animation Film,Web manga,"Action, Adventure, Drama, Fantasy, Mystery",23 min. per ep.,7.56,569901,16772,165
40222,Agitation!,1,Music,"Aug 6, 2019","None found, add some","None found, add some",Original,,2 min.,5.57,566,Ranked: N/A2,13753
40223,Qing Chi Hong Xiaodou Ba! Wai Zhuan: Mo Xiang Wang,3,ONA,"Jul 19, 2019 to Aug 5, 2019","None found, add some",Making Animation,Original,,8 min. per ep.,N/A,,207612,18613
40228,Bananya: Fushigi na Nakama-tachi,13,TV,"Oct 1, 2019 to Dec 24, 2019","None found, add some","TMS Entertainment, Gathering",Original,,2 min. per ep.,6.62,8627,62842,5405
40230,Housekishou Richard-shi no Nazo Kantei,12,TV,"Jan 9, 2020 to Mar 26, 2020","Nippon Animation, WOWOW, Sotsu, Movic, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Hakuhodo DY Music & Pictures, BS11, GYAO!, entama",Shuka,Novel,"Drama, Mystery",23 min. per ep.,7.20,24614,33112,2706
40233,Da Zhu Zai,12,ONA,"Aug 7, 2019 to Oct 17, 2019",iQIYI,"Foch Film, TrioPen Studio",Web novel,"Action, Adventure, Fantasy, Romance",24 min. per ep.,6.57,1625,65292,7503
40237,Tansui,1,Movie,May 1986,"None found, add some","None found, add some",Original,,3 min.,5.02,221,129572,16546
40238,Yumemi no E,1,Movie,"Aug 23, 2019","None found, add some","Yamamura Animation, Inc.",Novel,,10 min.,6.17,203,88562,15158
40239,Arifureta Shokugyou de Sekai Saikyou Recap,1,TV Special,"Aug 12, 2019","None found, add some","asread., White Fox",Light novel,"Action, Adventure, Fantasy",23 min.,6.16,18269,89312,3758
40242,Idomo,1,ONA,Not available,"None found, add some",Twin Engine,Original,"Adventure, Fantasy",Unknown,N/A,,Ranked: N/A2,14315
40244,Fushigi no Kuni no Alice Specials,2,Special,Not available,"None found, add some",Nippon Animation,Book,"Adventure, Fantasy",25 min. per ep.,N/A,,175702,18503
40245,Mitaiken Horizon,1,Music,"Sep 25, 2019",Lantis,Sunrise,Other,,8 min.,7.16,1910,Ranked: N/A2,9313
40246,Love Live! School Idol Festival All Stars,1,ONA,"Sep 19, 2018","None found, add some",Sunrise,Other,,4 min.,7.25,1848,30662,8460
40249,Balala Xiao Mo Xian: Mofa Hai Ying Bao,26,TV,"Nov 16, 2018 to Dec 11, 2018",Alpha Group Co. Ltd.,"None found, add some",Original,"Comedy, Fantasy",22 min. per ep.,N/A,,163502,12960
40250,Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,1,TV Special,"Sep 22, 2002","None found, add some","None found, add some",Manga,"Action, Adventure, Sci-Fi",24 min.,6.06,183,94722,14602
40251,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,1,Special,"Aug 27, 2003","None found, add some",Japan Vistec,Manga,"Action, Adventure, Sci-Fi",24 min.,6.38,451,76922,12330
40252,Yumekui Shoujo,1,Music,"Nov 1, 2017","None found, add some","None found, add some",Unknown,,4 min.,5.82,203,Ranked: N/A2,17859
40254,XL Joushi.,8,ONA,"Oct 7, 2019 to Nov 25, 2019","Picante Circus, Suiseisha",Magic Bus,Manga,,6 min. per ep.,6.19,11663,Ranked: N/A2,3983
40255,Urban Caravan,1,Music,"Sep 9, 2016",Rambling Records,"None found, add some",Original,,5 min.,5.96,216,Ranked: N/A2,18009
40256,Cannon Busters,12,ONA,"Aug 15, 2019",Netflix,"Satelight, Yumeta Company",Other,"Action, Adventure, Fantasy, Sci-Fi",24 min. per ep.,6.43,21726,74232,3518
40262,Haikyuu!! Riku vs. Kuu,2,OVA,"Jan 22, 2020","Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Manga,,22 min. per ep.,7.83,181600,9412,794
40266,Aikatsu on Parade!,25,TV,"Oct 5, 2019 to Mar 28, 2020",Sunrise Music,Bandai Namco Pictures,Game,,24 min. per ep.,7.03,2523,41802,7776
40267,Wave!! Surfing Yappe!!,3,Movie,"Oct 2, 2020 to Oct 30, 2020",Delfi Sound,Asahi Production,Mixed media,"Slice of Life, Sports",1 hr. 27 min. per ep.,6.02,1924,96822,5119
40269,Kengan Ashura Part 2,12,ONA,"Oct 31, 2019","Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Shogakukan, KLab, MAGNET",Larx Entertainment,Web manga,,24 min. per ep.,7.67,68146,13462,2037
40272,A3! Season Autumn & Winter,12,TV,"Oct 13, 2020 to Dec 29, 2020","Pony Canyon, Infinite","P.A. Works, Studio 3Hz",Game,,23 min. per ep.,7.25,7428,30422,4705
40273,Fuwa no Go Renkan,54,TV,"Oct 1, 2007 to Aug 24, 2008","None found, add some","None found, add some",Original,,11 min. per ep.,N/A,,175882,20793
40280,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,1,Special,"Oct 30, 2019","None found, add some",J.C.Staff,Manga,,8 min.,6.54,3945,67602,6015
40282,Nendo no Tatakai (2019),1,ONA,"May 22, 2019","None found, add some","None found, add some",Original,"Action, Comedy",1 min.,3.74,1041,135612,12340
40283,Role Playing Soldier,1,Music,"Apr 26, 2019",Avex Entertainment,"None found, add some",Original,"Action, Fantasy",3 min.,6.18,203,Ranked: N/A2,17877
40286,Scramble Kousai feat. Hatsune Miku,1,Music,"Mar 22, 2019","None found, add some",OTOIRO,Original,,3 min.,6.51,371,Ranked: N/A2,15085
40288,Seven Nation Army feat. Chara,1,Music,2008,Avex Entertainment,"None found, add some",Music,,4 min.,5.18,127,Ranked: N/A2,20183
