ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration (mins),Score,Scored By,Rank,Popularity,Year
134.0,Gunslinger Girl,13.0,TV,"Oct 9, 2003 to Feb 19, 2004","Marvelous Entertainment, Fuji TV",Madhouse,Manga,"Action, Drama, Sci-Fi, Suspense",24.0,7.38,78765.0,23912.0,1284.0,2003.0
135.0,Hikaru no Go,75.0,TV,"Oct 10, 2001 to Mar 26, 2003","TV Tokyo, Dentsu, Dream Force",Pierrot,Manga,"Comedy, Drama, Supernatural",23.0,8.07,64379.0,5462.0,1674.0,2001.0
136.0,Hunter x Hunter,62.0,TV,"Oct 16, 1999 to Mar 31, 2001",Fuji TV,Nippon Animation,Manga,"Action, Adventure, Fantasy",23.0,8.42,295134.0,1832.0,376.0,1999.0
137.0,Hunter x Hunter: Original Video Animation,8.0,OVA,"Jan 17, 2002 to Apr 17, 2002",UNKNOWN,Nippon Animation,Manga,"Action, Adventure, Fantasy",23.0,8.31,67545.0,2622.0,1792.0,2002.0
138.0,Hunter x Hunter: Greed Island,8.0,OVA,"Feb 5, 2003 to Apr 16, 2003",UNKNOWN,Nippon Animation,Manga,"Action, Adventure, Fantasy",23.0,8.18,87875.0,4122.0,1519.0,2003.0
139.0,Hunter x Hunter: Greed Island Final,14.0,OVA,"Mar 3, 2004 to Aug 18, 2004",UNKNOWN,Nippon Animation,Manga,"Action, Adventure, Fantasy",23.0,8.25,80095.0,3232.0,1615.0,2004.0
141.0,Jinki:Extend,12.0,TV,"Jan 6, 2005 to Mar 24, 2005","TV Asahi, GANSIS",feel.,Manga,UNKNOWN,23.0,6.05,4705.0,95242.0,6047.0,2005.0
142.0,Kamikaze Kaitou Jeanne,44.0,TV,"Feb 13, 1999 to Jan 29, 2000","TV Asahi, Toei Advertising",Toei Animation,Manga,"Action, Drama, Mystery, Romance, Supernatural",24.0,7.46,29186.0,20702.0,2980.0,1999.0
143.0,Kannazuki no Miko,12.0,TV,"Oct 2, 2004 to Dec 18, 2004","Studio Fantasia, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment, Geneon Entertainment",TNK,Manga,"Drama, Girls Love, Supernatural",24.0,6.8,31121.0,52642.0,2620.0,2004.0
144.0,Kanon,13.0,TV,"Jan 31, 2002 to Mar 28, 2002","Movic, Fuji TV, Fujipacific Music",Toei Animation,Visual novel,"Drama, Romance, Supernatural",24.0,7.06,27809.0,40062.0,2757.0,2002.0
145.0,Kareshi Kanojo no Jijou,26.0,TV,"Oct 2, 1998 to Mar 26, 1999","TV Tokyo, SoftX, GANSIS","Gainax, J.C.Staff",Manga,"Comedy, Drama, Romance",24.0,7.6,82731.0,15412.0,1061.0,1998.0
146.0,Kono Minikuku mo Utsukushii Sekai,12.0,TV,"Apr 2, 2004 to Jun 18, 2004","TBS, Rondo Robe, Movic, Geneon Entertainment","Gainax, Shaft",Original,"Comedy, Drama, Romance, Sci-Fi, Ecchi",24.0,6.69,29273.0,58612.0,2870.0,2004.0
147.0,Kimi ga Nozomu Eien,14.0,TV,"Oct 5, 2003 to Jan 4, 2004","Lantis, Media Factory, Age",Studio Fantasia,Visual novel,"Drama, Romance",23.0,7.17,69542.0,34692.0,1649.0,2003.0
148.0,Kita e.: Diamond Dust Drops,12.0,TV,"Jan 20, 2004 to Apr 5, 2004",UNKNOWN,Studio Deen,Visual novel,"Drama, Romance",24.0,6.57,3088.0,65382.0,6634.0,2004.0
149.0,Loveless,12.0,TV,"Apr 7, 2005 to Jun 30, 2005","Bandai Visual, TV Asahi, Frontier Works, Movic",J.C.Staff,Manga,"Boys Love, Drama, Mystery, Supernatural",24.0,6.72,71135.0,56742.0,1669.0,2005.0
150.0,Blood+,50.0,TV,"Oct 8, 2005 to Sep 23, 2006","Aniplex, Mainichi Broadcasting System, eNa",Production I.G,Original,"Action, Drama, Horror, Mystery, Supernatural",23.0,7.61,161191.0,15082.0,639.0,2005.0
151.0,Re: Cutie Honey,3.0,OVA,"Jul 24, 2004 to Sep 25, 2004",Toei Video,"Gainax, Toei Animation",Manga,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",45.0,7.13,11912.0,37132.0,4120.0,2004.0
152.0,Solty Rei,24.0,TV,"Oct 7, 2005 to Mar 31, 2006","TV Asahi, Sotsu Music Publishing, Future Vision Music","Gonzo, AIC",Original,"Action, Sci-Fi",23.0,7.25,13205.0,30332.0,4123.0,2005.0
153.0,Juuni Kokuki,45.0,TV,"Apr 9, 2002 to Aug 30, 2003","NHK, Sogo Vision",Pierrot,Novel,"Action, Adventure, Fantasy",25.0,8.01,46899.0,6372.0,1545.0,2002.0
154.0,Shaman King,64.0,TV,"Jul 4, 2001 to Sep 25, 2002","TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,"Action, Adventure, Supernatural",23.0,7.73,198034.0,11772.0,662.0,2001.0
155.0,X/1999,1.0,Movie,"Aug 3, 1996","Bandai Visual, Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,Manga,"Action, Drama, Fantasy, Mystery",97.0,6.56,19210.0,65802.0,3657.0,1996.0
156.0,X,24.0,TV,"Oct 3, 2001 to Mar 27, 2002","Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Manga,"Action, Drama, Fantasy, Mystery",24.0,7.38,35940.0,24112.0,2389.0,2001.0
157.0,Mahou Sensei Negima!,26.0,TV,"Jan 6, 2005 to Jun 30, 2005",Starchild Records,Xebec,Manga,"Action, Comedy, Fantasy, Romance, Ecchi",23.0,6.92,65162.0,46682.0,1658.0,2005.0
158.0,Maria-sama ga Miteru,13.0,TV,"Jan 8, 2004 to Apr 1, 2004","Rondo Robe, TV Tokyo Music",Studio Deen,Light novel,"Drama, Girls Love",23.0,7.28,22465.0,29062.0,2641.0,2004.0
159.0,Boukyaku no Senritsu,24.0,TV,"Apr 7, 2004 to Sep 22, 2004","Gainax, Kadokawa Shoten, TBS, KENMedia",J.C.Staff,Manga,"Action, Adventure, Fantasy, Horror, Sci-Fi",23.0,6.27,6431.0,83092.0,5076.0,2004.0
160.0,"Ima, Soko ni Iru Boku",13.0,TV,"Oct 14, 1999 to Jan 20, 2000","Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,"Adventure, Drama, Fantasy, Sci-Fi",24.0,7.58,43668.0,16122.0,1598.0,1999.0
161.0,Peace Maker Kurogane,24.0,TV,"Oct 8, 2003 to Mar 24, 2004","GDH, TV Asahi, Imagica",Gonzo,Manga,"Action, Comedy",24.0,7.29,23827.0,28402.0,2954.0,2003.0
162.0,Pita Ten,26.0,TV,"Apr 7, 2002 to Sep 29, 2002",Broccoli,Madhouse,Manga,"Comedy, Fantasy, Romance",24.0,6.91,11064.0,46942.0,4600.0,2002.0
163.0,Power Stone,26.0,TV,"Apr 3, 1999 to Sep 25, 1999",Avex Entertainment,Pierrot,Game,"Adventure, Comedy, Fantasy",24.0,6.46,4223.0,72002.0,7002.0,1999.0
164.0,Mononoke Hime,1.0,Movie,"Jul 12, 1997","Tokuma Shoten, Nippon Television Network, Omnibus Promotion",Studio Ghibli,Original,"Action, Adventure, Award Winning, Fantasy",133.0,8.66,830962.0,712.0,106.0,1997.0
165.0,RahXephon,26.0,TV,"Jan 21, 2002 to Sep 11, 2002","Media Factory, Victor Entertainment, Asatsu DK, Fuji TV",Bones,Original,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense",23.0,7.37,44005.0,24532.0,1886.0,2002.0
166.0,Samurai 7,26.0,TV,"Jun 12, 2004 to Dec 25, 2004","GDH, Sotsu Music Publishing, Future Vision Music",Gonzo,Other,"Action, Sci-Fi",26.0,7.43,63828.0,21902.0,1755.0,2004.0
167.0,Scrapped Princess,24.0,TV,"Apr 8, 2003 to Oct 7, 2003","Kadokawa Shoten, A-Line",Bones,Light novel,"Action, Adventure, Drama, Fantasy, Sci-Fi",23.0,7.37,38814.0,24562.0,2198.0,2003.0
168.0,s.CRY.ed,26.0,TV,"Jul 4, 2001 to Dec 26, 2001",Yomiko Advertising,Sunrise,Original,"Action, Adventure, Drama, Sci-Fi",24.0,7.36,39300.0,24722.0,2396.0,2001.0
169.0,Shingetsutan Tsukihime,12.0,TV,"Oct 10, 2003 to Dec 26, 2003","TBS, Rondo Robe, Movic, Geneon Entertainment",J.C.Staff,Visual novel,"Action, Horror, Mystery, Romance, Supernatural",24.0,6.79,72692.0,52982.0,1417.0,2003.0
170.0,Slam Dunk,101.0,TV,"Oct 16, 1993 to Mar 23, 1996",TV Asahi,Toei Animation,Manga,UNKNOWN,23.0,8.55,140283.0,1202.0,808.0,1993.0
171.0,Strange Dawn,13.0,TV,"Jul 11, 2000 to Sep 26, 2000",UNKNOWN,HAL Film Maker,Original,"Adventure, Drama, Fantasy",23.0,6.27,2039.0,83512.0,7860.0,2000.0
173.0,Tactics,25.0,TV,"Oct 6, 2004 to Mar 30, 2005",MediaNet,Studio Deen,Manga,"Mystery, Supernatural",24.0,7.18,14594.0,34232.0,3574.0,2004.0
174.0,Tenjou Tenge,24.0,TV,"Apr 2, 2004 to Sep 17, 2004",TV Asahi,Madhouse,Manga,"Action, Drama, Supernatural, Ecchi",23.0,6.86,91779.0,49382.0,1298.0,2004.0
175.0,Tokyo Underground,26.0,TV,"Apr 2, 2002 to Sep 24, 2002",TV Tokyo Music,Pierrot,Manga,"Action, Adventure, Romance, Sci-Fi",25.0,6.58,12086.0,64772.0,4166.0,2002.0
176.0,Triangle Heart: Sweet Songs Forever,4.0,OVA,"Jul 24, 2003 to Dec 26, 2003",Discovery,Seven Arcs,Visual novel,"Adventure, Romance",28.0,6.11,3022.0,91722.0,7426.0,2003.0
177.0,Tsubasa Chronicle,26.0,TV,"Apr 9, 2005 to Oct 15, 2005","NHK, Kodansha",Bee Train,Manga,"Action, Adventure, Fantasy, Romance",25.0,7.51,97957.0,18782.0,1091.0,2005.0
178.0,Ultra Maniac,26.0,TV,"May 20, 2003 to Nov 11, 2003",WAO World,Ashi Productions,Manga,"Comedy, Fantasy, Romance",24.0,7.15,14347.0,35792.0,3914.0,2003.0
179.0,Ultra Maniac OVA,1.0,OVA,"Aug 6, 2002",UNKNOWN,Ashi Productions,Manga,"Comedy, Fantasy, Romance",21.0,6.62,2481.0,62592.0,8236.0,2002.0
180.0,Vandread,13.0,TV,"Oct 3, 2000 to Dec 19, 2000","GDH, Dentsu, Media Factory",Gonzo,Original,"Action, Sci-Fi, Ecchi",22.0,7.15,44542.0,35822.0,2355.0,2000.0
181.0,Vandread: The Second Stage,13.0,TV,"Oct 5, 2001 to Jan 18, 2002","GDH, Dentsu, Media Factory",Gonzo,Original,"Action, Sci-Fi, Ecchi",22.0,7.38,32410.0,24102.0,3057.0,2001.0
182.0,Tenkuu no Escaflowne,26.0,TV,"Apr 2, 1996 to Sep 24, 1996","TV Tokyo, Bandai Visual, Omnibus Promotion",Sunrise,Original,"Action, Adventure, Fantasy, Romance, Suspense",24.0,7.66,67407.0,13652.0,1493.0,1996.0
183.0,Whistle!,39.0,TV,"May 6, 2002 to Feb 3, 2003",Marvelous Entertainment,Studio Comet,Manga,UNKNOWN,24.0,7.36,7243.0,24822.0,5571.0,2002.0
184.0,Xenosaga The Animation,12.0,TV,"Jan 6, 2005 to Mar 24, 2005",Happinet Pictures,Toei Animation,Game,"Action, Sci-Fi",23.0,6.32,8823.0,79952.0,4902.0,2005.0
185.0,Initial D First Stage,26.0,TV,"Apr 19, 1998 to Dec 6, 1998","OB Planning, Fuji TV","Gallop, Studio Comet",Manga,"Action, Drama",25.0,8.35,199254.0,2342.0,607.0,1998.0
186.0,Initial D Second Stage,13.0,TV,"Oct 15, 1999 to Jan 21, 2000","OB Planning, Fuji TV",Pastel,Manga,"Action, Drama",23.0,8.18,139979.0,4132.0,1107.0,1999.0
187.0,Initial D Third Stage,1.0,Movie,"Jan 13, 2001",OB Planning,Studio Deen,Manga,"Action, Drama, Romance",104.0,7.91,117088.0,7832.0,1315.0,2001.0
188.0,Gosenzo San'e,4.0,OVA,"Sep 25, 1998 to Mar 25, 1999","Green Bunny, BEAM Entertainment",AIC,Original,"Comedy, Mystery, Supernatural, Hentai",30.0,6.11,1063.0,,9980.0,1998.0
189.0,Love Hina,24.0,TV,"Apr 19, 2000 to Sep 27, 2000","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Comedy, Romance, Ecchi",23.0,7.09,137506.0,38742.0,928.0,2000.0
190.0,Love Hina Again,3.0,OVA,"Jan 26, 2002 to Mar 27, 2002","Starchild Records, Audio Tanaka",Xebec,Manga,"Comedy, Romance, Ecchi",28.0,7.21,52340.0,32292.0,2356.0,2002.0
191.0,Love Hina Christmas Special: Silent Eve,1.0,TV Special,"Dec 25, 2000","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Comedy, Romance",45.0,7.31,36316.0,27402.0,2952.0,2000.0
192.0,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1.0,TV Special,"Apr 2, 2001","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Adventure, Comedy, Romance",46.0,7.18,32297.0,34002.0,3106.0,2001.0
193.0,Maburaho,24.0,TV,"Oct 14, 2003 to Apr 6, 2004","Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Light novel,"Comedy, Drama, Romance, Ecchi",23.0,6.73,49261.0,56152.0,2183.0,2003.0
194.0,Macross Zero,5.0,OVA,"Dec 21, 2002 to Oct 20, 2004","Bandai Visual, Big West",Satelight,Original,"Action, Adventure, Sci-Fi",30.0,7.49,20048.0,19642.0,3641.0,2002.0
195.0,Onegai☆Teacher,12.0,TV,"Jan 10, 2002 to Mar 28, 2002","Bandai Visual, Genco",Daume,Original,"Drama, Romance, Sci-Fi",22.0,7.09,96544.0,38822.0,1379.0,2002.0
196.0,Onegai☆Twins,12.0,TV,"Jul 15, 2003 to Oct 14, 2003","Bandai Visual, Genco, Lantis",Daume,Original,"Comedy, Drama, Sci-Fi",23.0,6.8,50545.0,52772.0,2295.0,2003.0
197.0,Rizelmine,24.0,TV,"Apr 3, 2002 to Dec 22, 2002",m.o.e.,"Madhouse, Imagin",Manga,"Comedy, Romance, Sci-Fi, Ecchi",15.0,6.5,11009.0,69902.0,4490.0,2002.0
198.0,Speed Grapher,24.0,TV,"Apr 8, 2005 to Sep 30, 2005","TV Asahi, Rakuonsha, WAO World, TAP, Future Vision Music",Gonzo,Original,"Action, Mystery, Supernatural, Suspense",23.0,7.29,41931.0,28512.0,1937.0,2005.0
199.0,Sen to Chihiro no Kamikakushi,1.0,Movie,"Jul 20, 2001","Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi",Studio Ghibli,Original,"Adventure, Award Winning, Fantasy",124.0,8.77,1328052.0,402.0,44.0,2001.0
200.0,Tenshi na Konamaiki,50.0,TV,"Apr 7, 2002 to Mar 30, 2003",TV Tokyo,TMS Entertainment,Manga,"Comedy, Romance",24.0,7.42,10337.0,22192.0,4257.0,2002.0
201.0,Video Girl Ai,6.0,OVA,"Mar 27, 1992 to Aug 28, 1992",Shueisha,Production I.G,Manga,"Comedy, Drama, Romance, Ecchi",29.0,7.19,13767.0,33362.0,4098.0,1992.0
202.0,Wolf's Rain,26.0,TV,"Jan 7, 2003 to Jul 29, 2003","Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",23.0,7.79,134355.0,10362.0,746.0,2003.0
203.0,Words Worth,5.0,OVA,"Aug 25, 1999 to Nov 25, 2000",Green Bunny,Arms,Visual novel,"Adventure, Fantasy, Hentai",28.0,6.71,3671.0,,6886.0,1999.0
204.0,Yumeria,12.0,TV,"Jan 9, 2004 to Mar 26, 2004",UNKNOWN,Studio Deen,Visual novel,"Action, Comedy, Ecchi",24.0,6.06,13178.0,94912.0,4267.0,2004.0
205.0,Samurai Champloo,26.0,TV,"May 20, 2004 to Mar 19, 2005","Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,"Action, Adventure, Comedy",24.0,8.51,649365.0,1382.0,109.0,2004.0
206.0,Lodoss-tou Senki: Eiyuu Kishi Den,27.0,TV,"Apr 1, 1998 to Sep 30, 1998","Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,"Action, Adventure, Drama, Fantasy, Romance",25.0,7.11,12131.0,38022.0,3866.0,1998.0
207.0,Lodoss-tou Senki,13.0,OVA,"Jun 30, 1990 to Nov 23, 1991","Kadokawa Shoten, TBS, Marubeni",Madhouse,Light novel,"Action, Adventure, Fantasy",25.0,7.33,27191.0,26062.0,2454.0,1990.0
208.0,R.O.D: Read or Die,3.0,OVA,"May 23, 2001 to Feb 6, 2002","Aniplex, SME Visual Works",Studio Deen,Light novel,"Action, Adventure, Mystery, Sci-Fi",33.0,7.61,34326.0,15372.0,2691.0,2001.0
209.0,R.O.D: The TV,26.0,TV,"Sep 1, 2003 to Mar 16, 2004","Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,Manga,"Action, Adventure, Comedy, Drama, Sci-Fi",25.0,7.52,29352.0,18592.0,2678.0,2003.0
210.0,Ranma ½,161.0,TV,"Apr 15, 1989 to Sep 25, 1992","Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,Manga,"Action, Comedy, Romance, Ecchi",24.0,7.76,124024.0,11202.0,964.0,1989.0
211.0,Pure Mail,2.0,OVA,"Sep 25, 2001 to Dec 21, 2001",Green Bunny,Datama Film,Visual novel,UNKNOWN,29.0,6.18,1520.0,,9455.0,2001.0
212.0,Project A-Ko,1.0,Movie,"Jun 21, 1986",Soeishinsha,APPP,Original,"Action, Adventure, Comedy, Sci-Fi",83.0,6.85,9303.0,49922.0,4803.0,1986.0
213.0,Pia Carrot e Youkoso!!,3.0,OVA,"Oct 24, 1997 to Apr 24, 1998",Pink Pineapple,Triple X,Visual novel,"Comedy, Hentai",27.0,5.95,1643.0,,9322.0,1997.0
214.0,Pia Carrot e Youkoso!! 2,3.0,OVA,"Oct 23, 1998 to Apr 23, 1999",Pink Pineapple,Triple X,Visual novel,"Comedy, Hentai",28.0,6.1,1267.0,,10349.0,1998.0
215.0,Pia Carrot e Youkoso!! 2 DX,6.0,OVA,"Dec 18, 1999 to Oct 25, 2000",UNKNOWN,Garyuu Studio,Visual novel,"Comedy, Romance",28.0,6.2,1367.0,87122.0,10145.0,1999.0
216.0,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,1.0,Movie,"Oct 19, 2002",TV Tokyo,I-move,Visual novel,"Comedy, Romance",47.0,5.82,1498.0,106462.0,9931.0,2002.0
217.0,Shin Angel,5.0,OVA,"Oct 21, 1994 to Nov 22, 1995",Pink Pineapple,Arms,Manga,"Comedy, Drama, Hentai",33.0,6.26,1085.0,,9851.0,1994.0
218.0,Kidou Senkan Nadesico,26.0,TV,"Oct 1, 1996 to Mar 25, 1997","TV Tokyo, Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,Original,"Action, Comedy, Romance, Sci-Fi",23.0,7.49,20620.0,19602.0,3040.0,1996.0
219.0,Kidou Senkan Nadesico: The Prince of Darkness,1.0,Movie,"Aug 1, 1998","Production I.G, TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, ING, King Records, Audio Tanaka",Xebec,Original,"Action, Award Winning, Drama, Sci-Fi",79.0,6.72,8788.0,56732.0,5326.0,1998.0
220.0,Kuro no Danshou,4.0,OVA,"Oct 29, 1999 to Sep 25, 2000",Discovery,JOF,Visual novel,"Horror, Hentai",31.0,5.66,1021.0,,10196.0,1999.0
221.0,Mezzo Forte,2.0,OVA,"May 25, 2000 to Jun 25, 2001",Green Bunny,Arms,Original,"Action, Comedy, Sci-Fi, Hentai",30.0,6.62,16330.0,,3898.0,2000.0
222.0,Mezzo DSA,13.0,TV,"Jan 4, 2004 to Mar 28, 2004","Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,"Action, Adventure, Comedy, Mystery, Sci-Fi",24.0,6.63,9112.0,62192.0,4642.0,2004.0
223.0,Dragon Ball,153.0,TV,"Feb 26, 1986 to Apr 12, 1989","Fuji TV, Shueisha",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24.0,7.97,683656.0,6882.0,149.0,1986.0
225.0,Dragon Ball GT,64.0,TV,"Feb 7, 1996 to Nov 19, 1997",Fuji TV,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24.0,6.5,432230.0,69552.0,345.0,1996.0
226.0,Elfen Lied,13.0,TV,"Jul 25, 2004 to Oct 17, 2004","VAP, Genco",Arms,Manga,"Action, Drama, Horror, Romance, Suspense",25.0,7.46,888106.0,20622.0,77.0,2004.0
227.0,FLCL,6.0,OVA,"Apr 26, 2000 to Mar 16, 2001","Starchild Records, King Records","Gainax, Production I.G",Original,"Action, Avant Garde, Comedy, Sci-Fi, Suspense",25.0,8.03,444274.0,6092.0,224.0,2000.0
228.0,Jigoku Shoujo,26.0,TV,"Oct 5, 2005 to Apr 5, 2006","Aniplex, SKY Perfect Well Think, DAX Production",Studio Deen,Original,"Horror, Mystery, Supernatural, Suspense",25.0,7.6,135566.0,15392.0,666.0,2005.0
229.0,Ninin ga Shinobuden,12.0,TV,"Jul 10, 2004 to Sep 25, 2004","Toshiba Entertainment, Happinet Pictures",ufotable,Manga,UNKNOWN,24.0,6.88,16580.0,48462.0,3853.0,2004.0
230.0,Air Master,27.0,TV,"Apr 2, 2003 to Oct 1, 2003","VAP, Nippon Television Network",Toei Animation,Manga,"Action, Comedy",24.0,6.95,16621.0,45092.0,3645.0,2003.0
231.0,Asagiri no Miko,26.0,TV,"Jul 4, 2002 to Dec 26, 2002","Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",Manga,"Action, Comedy, Fantasy",12.0,6.1,2824.0,92572.0,7064.0,2002.0
232.0,Cardcaptor Sakura,70.0,TV,"Apr 7, 1998 to Mar 21, 2000","NHK, Kodansha, Sogo Vision",Madhouse,Manga,"Adventure, Comedy, Drama, Romance",25.0,8.17,224041.0,4282.0,527.0,1998.0
233.0,Daa! Daa! Daa!,78.0,TV,"Mar 28, 2000 to Feb 26, 2002","NHK, Sogo Vision, NHK Enterprises",J.C.Staff,Manga,"Comedy, Sci-Fi",25.0,7.63,12169.0,14552.0,4468.0,2000.0
234.0,Dan Doh!!,26.0,TV,"Apr 3, 2004 to Sep 25, 2004","TV Tokyo, HoriPro",Tokyo Kids,Manga,"Adventure, Sports",24.0,6.62,2058.0,62792.0,8875.0,2004.0
235.0,Meitantei Conan,,TV,"Jan 8, 1996 to ?","Yomiuri Telecasting, Shogakukan, Tokyo Movie",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",24.0,8.17,162604.0,4212.0,690.0,1996.0
236.0,E's Otherwise,26.0,TV,"Apr 1, 2003 to Sep 23, 2003",Sotsu,Pierrot,Manga,"Action, Adventure, Drama, Sci-Fi, Supernatural",23.0,6.58,7322.0,65012.0,5342.0,2003.0
237.0,Koukyoushihen Eureka Seven,50.0,TV,"Apr 17, 2005 to Apr 2, 2006","Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,Original,"Action, Adventure, Drama, Romance, Sci-Fi",24.0,8.05,184347.0,5772.0,536.0,2005.0
238.0,Rekka no Honoo,42.0,TV,"Jul 19, 1997 to Jul 10, 1998",Fuji TV,Pierrot,Manga,"Action, Adventure",23.0,7.34,28805.0,25962.0,2718.0,1997.0
239.0,Gankutsuou,24.0,TV,"Oct 6, 2004 to Mar 30, 2005","GDH, TV Asahi, Media Factory, Sotsu Music Publishing, Future Vision Music",Gonzo,Novel,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",24.0,8.12,75943.0,4792.0,996.0,2004.0
240.0,Genshiken,12.0,TV,"Oct 11, 2004 to Dec 27, 2004","Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,UNKNOWN,25.0,7.63,72295.0,14572.0,1365.0,2004.0
241.0,Girls Bravo: First Season,11.0,TV,"Jul 5, 2004 to Sep 27, 2004","AIC, Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures",AIC Spirits,Manga,"Comedy, Fantasy, Romance, Ecchi",23.0,6.36,73380.0,77762.0,1575.0,2004.0
242.0,Gokusen,13.0,TV,"Jan 7, 2004 to Mar 31, 2004","VAP, Omnibus Promotion",Madhouse,Manga,"Action, Comedy",23.0,7.41,22356.0,22522.0,3263.0,2004.0
243.0,Gravitation,13.0,TV,"Oct 4, 2000 to Jan 10, 2001",Aniplex,Studio Deen,Manga,"Boys Love, Comedy",22.0,6.91,65851.0,47262.0,1884.0,2000.0
244.0,Agatha Christie no Meitantei Poirot to Marple,39.0,TV,"Jul 4, 2004 to May 15, 2005","NHK, NHK Enterprises",OLM,Novel,UNKNOWN,25.0,6.87,2582.0,48852.0,7144.0,2004.0
245.0,Great Teacher Onizuka,43.0,TV,"Jun 30, 1999 to Sep 17, 2000","Aniplex, Fuji TV",Pierrot,Manga,UNKNOWN,25.0,8.68,417814.0,672.0,218.0,1999.0
246.0,Groove Adventure Rave,51.0,TV,"Oct 13, 2001 to Sep 28, 2002","TBS, Kodansha",Studio Deen,Manga,"Action, Adventure, Comedy, Fantasy, Romance",24.0,7.2,41715.0,33012.0,2125.0,2001.0
247.0,Harukanaru Toki no Naka de: Hachiyou Shou,26.0,TV,"Oct 6, 2004 to Mar 30, 2005",UNKNOWN,Yumeta Company,Visual novel,"Fantasy, Romance",24.0,7.0,8124.0,43362.0,4510.0,2004.0
248.0,Ichigo 100%,12.0,TV,"Apr 6, 2005 to Jun 22, 2005",Shueisha,Madhouse,Manga,"Comedy, Romance, Ecchi",23.0,6.61,55651.0,63572.0,1938.0,2005.0
249.0,InuYasha,167.0,TV,"Oct 16, 2000 to Sep 13, 2004","Shogakukan-Shueisha Productions, Yomiuri Telecasting",Sunrise,Manga,"Action, Adventure, Fantasy, Romance",24.0,7.87,397705.0,8752.0,243.0,2000.0
250.0,Konjiki no Gash Bell!!,150.0,TV,"Apr 6, 2003 to Mar 26, 2006","Yomiko Advertising, Fuji TV",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",23.0,7.55,61827.0,17282.0,1790.0,2003.0
251.0,Kyou kara Maou!,78.0,TV,"Apr 3, 2004 to Feb 25, 2006","NHK, Sogo Vision",Studio Deen,Light novel,"Adventure, Comedy, Fantasy",25.0,7.62,42705.0,14772.0,1939.0,2004.0
252.0,Madlax,26.0,TV,"Apr 6, 2004 to Sep 28, 2004",Victor Entertainment,Bee Train,Original,"Drama, Mystery, Supernatural",24.0,7.02,13924.0,42252.0,3512.0,2004.0
253.0,Jungle wa Itsumo Hare nochi Guu,26.0,TV,"Apr 3, 2001 to Sep 25, 2001","TV Tokyo, Bandai Visual, Sotsu",Shin-Ei Animation,Manga,"Comedy, Slice of Life",23.0,7.8,14745.0,10132.0,3893.0,2001.0
254.0,Jungle wa Itsumo Hare nochi Guu Deluxe,6.0,OVA,"Aug 25, 2002 to Jan 25, 2003","Bandai Visual, Square Enix, Sotsu, Nippon Columbia",Shin-Ei Animation,Manga,"Comedy, Slice of Life",26.0,7.78,7145.0,10592.0,5951.0,2002.0
